CustomerID,Age,Gender,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
1464,19.0,Female,Silver,720.74,4,4.0,True,108,Medium
1545,54.0,Female,Bronze,,4,4.6,True,119,High
1388,45.0,Male,Bronze,203.07,1,4.0,False,76,High
1285,33.0,Female,Bronze,56.46,3,4.4,False,0,Medium
1319,49.0,Female,Gold,116.52,5,3.5,False,104,High
1123,60.0,Female,Silver,169.31,7,3.8,True,12,Medium
1257,43.0,Female,Silver,112.35,6,5.0,False,40,Medium
1477,20.0,Male,Bronze,184.93,3,,False,126,Low
1231,44.0,Female,Bronze,86.92,5,4.8,False,5,High
1308,61.0,Male,Silver,379.46,5,5.0,True,137,High
1428,50.0,Male,Silver,342.0,3,4.1,False,97,High
1152,32.0,Male,Bronze,202.15,3,3.4,False,150,High
1418,51.0,Female,Bronze,419.61,7,4.9,False,52,Medium
1298,27.0,Male,Bronze,100.65,3,,True,66,High
1371,59.0,Female,Silver,$329.68,7,4.0,False,167,Low
1348,39.0,Female,Bronze,225.83,2,4.6,True,143,High
1280,,Male,Silver,250.03,5,4.3,False,82,High
1337,38.0,Male,Silver,355.49,6,4.3,False,123,Low
1333,25.0,Male,Gold,636.14,6,3.5,True,98,Medium
1235,32.0,Male,Gold,759.11,10,3.8,True,12,Medium
1266,26.0,Male,Silver,175.33,3,3.5,False,138,High
1495,36.0,Female,Gold,656.18,8,3.3,False,170,Medium
1171,34.0,Female,Bronze,120.46,6,5.0,False,63,Low
1262,,Male,Gold,518.31,6,3.9,False,41,Medium
1547,50.0,Female,Silver,232.11,3,3.4,False,72,High
1272,61.0,Male,Silver,102.37,7,3.8,False,112,High
1356,49.0,,Silver,$289.43,7,3.8,True,60,Medium
1463,64.0,Male,Gold,449.33,13,3.6,False,160,High
1493,35.0,Male,Bronze,107.59,6,3.6,False,60,Medium
1542,,Male,Bronze,$129.86,3,3.6,False,67,Medium
1310,22.0,Male,Gold,701.34,8,3.8,True,139,Medium
1165,43.0,Female,Bronze,119.82,3,4.7,True,81,
1353,27.0,Male,Silver,$368.64,4,3.7,False,132,High
1478,23.0,Female,Bronze,183.89,1,3.8,False,124,High
1206,62.0,Male,Silver,151.09,7,3.4,False,154,Medium
1331,unknown,Female,Bronze,,5,3.2,False,107,
1218,42.0,Female,Bronze,90.85,4,3.5,False,144,Medium
1297,28.0,Male,Gold,427.78,9,2.9,False,22,Medium
1287,25.0,Female,Bronze,194.8,5,4.3,False,26,Medium
1519,29.0,Female,Bronze,120.55,7,3.3,False,70,Medium
1394,30.0,Female,Gold,713.06,5,4.0,False,37,Medium
1121,40.0,Female,Silver,$67.22,5,3.4,False,72,Medium
1379,32.0,Male,Silver,273.2,2,4.5,True,70,Low
1439,44.0,Male,Bronze,73.91,4,2.8,False,135,High
1405,49.0,Male,Silver,$290.51,3,4.0,True,81,
1504,31.0,Female,Bronze,148.0,2,4.0,False,127,High
1251,57.0,Male,Bronze,415.55,5,4.2,True,70,Medium
1455,49.0,Female,Bronze,155.28,3,4.3,True,13,Medium
1259,21.0,Male,Silver,497.38,9,4.2,False,80,High
1126,,Female,Bronze,130.45,3,4.8,False,164,Low
1186,--,Male,Bronze,259.49,10,4.6,True,108,Low
1514,26.0,Male,Bronze,366.43,4,3.7,False,61,
1372,57.0,Female,Bronze,46.09,3,4.1,False,106,Low
1484,44.0,Female,Bronze,125.42,2,4.2,True,46,Medium
1515,65.0,Female,Bronze,$58.40,6,3.6,True,52,Medium
1211,unknown,Female,Silver,398.84,6,4.0,False,70,Medium
1249,36.0,Female,Bronze,239.82,4,4.9,True,115,High
1465,35.0,Male,Bronze,$110.38,4,4.0,True,51,High
1347,53.0,Female,Bronze,131.65,4,4.0,False,131,Low
1281,62.0,Male,Bronze,54.56,4,,False,65,Medium
1302,63.0,Male,Bronze,114.99,8,4.1,False,61,High
1529,22.0,,Bronze,289.62,4,3.2,True,115,Medium
1164,,Female,Bronze,188.66,0,3.4,False,174,High
1258,,Male,Silver,602.37,8,3.2,False,81,Medium
1512,46.0,,Silver,182.78,5,3.6,False,87,Medium
1555,29.0,Male,Bronze,72.93,6,4.1,True,120,Low
1364,49.0,Female,Gold,792.32,10,4.0,False,142,High
1440,29.0,Female,Gold,860.22,7,4.9,False,80,High
1432,30.0,Male,Gold,484.7,9,3.2,False,31,Medium
1228,65.0,Female,Gold,,5,5.0,False,34,High
1173,35.0,Male,Bronze,159.22,5,3.6,False,92,High
1489,38.0,Male,Gold,222.84,10,3.6,True,69,High
1358,23.0,Male,Gold,386.67,7,3.4,False,159,High
1527,44.0,Male,Bronze,$74.38,4,3.7,False,131,Medium
1118,57.0,Male,Silver,258.78,7,3.7,True,40,
1245,19.0,Female,Bronze,344.56,6,2.6,No,102,Low
1485,59.0,Male,Silver,588.76,6,3.9,True,20,Medium
1546,33.0,Female,Bronze,,1,4.5,False,109,High
1247,40.0,Female,Bronze,192.6,5,3.8,False,110,Medium
1400,61.0,Male,Gold,181.11,8,4.2,True,70,Low
1386,49.0,Female,Gold,676.21,9,4.1,0,29,Medium
1142,55.0,Male,Bronze,175.59,4,5.0,False,135,Medium
1518,35.0,Female,Gold,380.14,9,5.0,True,107,High
1284,63.0,Male,Bronze,66.34,4,4.8,False,172,High
1185,35.0,Male,Bronze,231.97,6,4.1,False,53,Low
1282,36.0,Male,Silver,50.85,9,4.6,False,46,High
1139,26.0,Male,Bronze,195.54,8,3.6,False,141,
1201,24.0,Female,Bronze,134.65,3,4.5,False,158,Medium
1480,27.0,Female,Silver,227.96,4,3.0,False,119,High
1393,36.0,Male,Silver,247.63,9,2.9,True,112,Low
1213,22.0,,Silver,391.36,3,2.5,No,59,Medium
1293,,Female,Bronze,129.41,2,4.6,False,165,Medium
1113,23.0,Male,Bronze,$15.78,3,4.4,1,157,Low
1419,39.0,Female,Silver,158.16,3,4.6,True,161,High
1117,29.0,Male,Gold,756.34,9,4.3,False,33,High
1447,54.0,Female,Bronze,332.09,7,3.6,False,151,High
1307,53.0,Female,Silver,358.43,2,4.5,False,-10,
1154,33.0,Female,Bronze,179.06,5,4.1,False,38,Low
1144,19.0,Female,Bronze,215.04,6,,False,171,Medium
1525,60.0,Male,Gold,493.17,6,3.1,False,74,Medium
1130,36.0,Female,Bronze,121.85,7,3.6,True,101,Low
1177,28.0,Female,Bronze,415.0,7,4.6,True,22,High
1508,29.0,Female,Silver,320.6,4,3.7,False,25,Medium
1397,30.0,Male,Bronze,277.1,5,4.5,False,62,High
1398,30.0,Female,Silver,158.16,9,4.0,False,116,Low
1132,33.0,Female,Gold,357.54,8,5.0,1,39,Medium
1203,62.0,Male,Silver,$317.04,4,3.0,False,162,High
1244,39.0,Female,Silver,183.37,8,3.8,True,8,Medium
1145,51.0,Female,Gold,213.96,13,3.4,True,85,Medium
1403,48.0,,Silver,214.47,5,4.1,False,146,Medium
1417,64.0,Female,Bronze,273.68,1,3.6,True,35,High
1172,51.0,Male,Silver,342.27,4,3.3,False,113,High
1505,48.0,Female,Silver,,4,3.8,False,0,Medium
1413,61.0,Female,Bronze,186.82,7,4.5,True,105,High
1436,52.0,Male,Bronze,218.66,5,3.5,False,38,Medium
1129,43.0,Male,Bronze,340.0,0,4.8,False,150,High
1384,64.0,Male,Silver,181.77,3,4.6,False,108,Medium
1127,47.0,Male,Bronze,71.4,2,4.9,True,118,Low
1383,58.0,Male,Bronze,269.29,5,3.5,1,46,High
1411,40.0,Female,Silver,244.32,6,4.0,True,112,Low
1497,41.0,Female,Silver,236.96,7,,False,129,Low
1276,55.0,Male,Silver,167.63,5,4.4,False,105,High
1193,21.0,Male,Silver,403.36,5,,No,176,Medium
1254,42.0,Male,Bronze,148.72,2,4.1,False,178,High
1406,51.0,Male,Bronze,304.9,5,3.4,True,100,High
1236,22.0,Female,Silver,262.37,6,4.2,True,78,Medium
1163,60.0,Male,Bronze,83.06,5,3.9,True,160,Medium
1133,37.0,Female,Bronze,52.04,7,2.9,True,143,Medium
1424,51.0,Female,Silver,393.8,3,4.8,0,161,High
1149,21.0,Male,Gold,371.96,7,3.8,True,43,Medium
1267,47.0,Male,Bronze,$165.01,1,4.3,False,23,Medium
1178,54.0,Male,Bronze,,6,3.9,False,122,High
1492,43.0,Male,Bronze,347.22,5,4.2,False,155,High
1528,18.0,Male,Gold,109.96,10,4.7,False,59,High
1510,-4,Female,Silver,221.34,9,3.8,False,23,Medium
1216,23.0,Female,Silver,$172.21,6,4.6,True,143,Low
1340,33.0,Female,Silver,$313.57,7,4.3,False,32,High
1182,55.0,Female,Bronze,160.62,3,2.7,False,55,Medium
1391,26.0,Female,Silver,,4,2.8,False,25,High
1543,63.0,Female,Gold,232.47,4,3.8,False,53,High
1376,44.0,Female,Silver,244.15,8,3.3,False,72,Medium
1378,20.0,Male,Silver,82.24,5,3.8,False,33,Medium
1305,60.0,Male,Bronze,,7,4.7,False,59,High
1265,,Male,Gold,215.73,7,4.9,True,63,Medium
1541,25.0,Female,Bronze,500.36,5,3.5,False,52,Medium
1362,22.0,Male,Silver,197.25,8,4.5,True,68,High
1361,60.0,Female,Silver,276.65,3,,False,14,High
1377,31.0,Female,Silver,72.97,6,4.9,True,142,High
1209,62.0,Male,Bronze,126.84,5,,True,58,High
1555,29.0,Male,Bronze,72.93,6,4.1,True,120,Low
1138,64.0,Female,Silver,242.15,9,4.9,False,110,Medium
1328,45.0,Male,Gold,410.17,10,3.9,No,94,Medium
1434,30.0,Female,Silver,37.35,3,3.8,True,98,Medium
1468,55.0,Female,Gold,315.55,5,3.2,True,79,Low
1506,59.0,Female,Bronze,195.84,6,3.0,True,23,Medium
1373,40.0,Female,Silver,368.04,4,3.5,False,78,Medium
1533,,Male,Bronze,171.82,4,3.7,False,63,Medium
1357,27.0,Male,Bronze,75.87,2,3.1,True,15,Medium
1303,45.0,Female,Bronze,250.66,8,3.3,True,58,Medium
1227,50.0,Female,Bronze,251.08,4,4.2,False,173,Low
1150,35.0,Female,Bronze,71.74,9,4.8,False,157,Medium
1511,48.0,Female,Silver,336.33,2,3.9,True,10,Low
1324,40.0,Male,Bronze,98.46,4,3.3,False,42,Medium
1494,,Female,Bronze,122.12,8,4.0,False,155,High
1188,54.0,Male,Bronze,378.22,1,3.0,1,4,Medium
1342,33.0,Female,Silver,258.98,7,4.3,False,15,High
1221,22.0,Male,Gold,593.09,11,3.8,True,166,Medium
1155,61.0,Male,Silver,79.87,2,,False,83,High
1300,52.0,Female,Bronze,146.61,7,4.3,False,63,Medium
1315,64.0,Female,Bronze,$133.72,0,4.0,False,171,Medium
1198,31.0,Male,Silver,84.42,5,4.2,False,29,Medium
1111,48.0,Female,Silver,335.6,2,3.6,False,61,Low
1343,31.0,Female,Bronze,89.06,5,4.3,True,100,
1408,31.0,Male,Silver,556.71,2,4.1,False,176,High
1392,24.0,Female,Bronze,174.78,5,4.1,True,97,High
1298,27.0,Male,Bronze,100.65,3,,True,66,High
1360,38.0,Male,Gold,677.52,8,2.6,True,128,High
1346,20.0,Male,Bronze,57.11,6,,No,82,Medium
1521,21.0,Male,Silver,71.44,5,,True,123,High
1160,22.0,Female,Silver,109.61,7,,False,159,Medium
1135,23.0,Female,Bronze,76.33,9,4.6,False,35,High
1167,32.0,Male,Bronze,208.05,7,4.8,False,118,Medium
1321,58.0,Female,Bronze,298.95,0,2.9,False,92,High
1296,50.0,Female,Bronze,72.97,3,4.2,False,159,Medium
1409,62.0,Female,Bronze,166.4,8,,True,86,Medium
1483,60.0,Female,Gold,$106.49,8,3.7,True,88,Medium
1437,19.0,Female,Bronze,103.26,7,4.4,1,120,Medium
1233,,Female,Silver,192.52,6,3.0,False,146,Low
1313,52.0,Male,Bronze,$102.76,9,4.5,False,143,High
1507,29.0,Male,Silver,223.33,6,3.6,1,46,Medium
1317,unknown,Male,Silver,136.41,4,4.0,False,18,High
1389,27.0,Female,Bronze,182.67,7,4.0,False,7,Low
1199,46.0,Female,Silver,260.34,7,4.4,True,31,Medium
1345,45.0,Female,Bronze,$218.06,5,3.9,False,43,Medium
1503,65.0,Female,Silver,334.68,7,4.7,True,37,High
1158,47.0,Male,Gold,119.59,6,4.8,False,5,Medium
1427,61.0,Female,Bronze,266.58,4,3.7,True,80,Medium
1210,36.0,Male,Bronze,93.72,8,4.3,False,124,Medium
1200,42.0,Female,Silver,271.67,4,4.0,No,115,Medium
1553,36.0,Female,Bronze,243.86,3,3.3,True,98,Medium
1114,19.0,Male,Bronze,69.04,5,4.3,False,164,Medium
1197,39.0,Female,Silver,$478.86,6,4.0,No,72,High
1326,32.0,Female,Gold,402.07,8,4.1,True,13,High
1108,18.0,Male,Bronze,128.48,10,4.4,False,36,Medium
1241,22.0,Male,Bronze,91.79,6,,1,29,Medium
1151,46.0,Female,Gold,625.24,8,3.2,False,11,High
1556,34.0,Male,Bronze,73.48,6,4.4,True,34,Low
1214,45.0,Female,Gold,589.89,8,4.3,True,57,High
1461,29.0,Male,Bronze,204.49,6,3.6,False,155,Medium
1125,39.0,Female,Bronze,126.14,4,3.3,False,1,High
1438,22.0,Male,Bronze,142.48,4,5.0,False,157,High
1268,38.0,Male,Bronze,93.08,3,3.3,False,22,High
1226,35.0,Female,Silver,,2,,False,56,Medium
1352,51.0,Female,Bronze,91.78,4,3.8,False,35,High
1277,50.0,Female,Bronze,325.4,6,4.4,False,108,Medium
1275,45.0,Male,Gold,462.73,8,4.7,False,18,High
1166,30.0,Female,Silver,132.85,4,4.0,True,43,
1467,24.0,Female,Bronze,164.41,6,,0,119,High
1534,36.0,Female,Gold,516.62,7,3.0,True,0,Medium
1441,56.0,Male,Bronze,160.61,4,4.3,True,88,Medium
1248,63.0,Male,Bronze,90.62,5,3.6,False,129,High
1374,54.0,Male,Bronze,106.74,3,5.0,False,159,High
1382,29.0,Female,Bronze,28.19,8,,True,135,High
1499,33.0,Female,Bronze,408.03,8,3.4,False,97,Medium
1204,29.0,Female,Bronze,331.35,3,4.2,True,105,Medium
1460,61.0,Female,Bronze,15.96,2,4.6,False,158,Medium
1380,37.0,Male,Bronze,45.54,6,4.0,True,71,High
1229,48.0,Female,Bronze,$135.00,6,3.0,True,2,Medium
1532,31.0,Male,Silver,,8,2.9,False,123,High
1270,31.0,Female,Silver,224.87,2,4.1,True,93,Medium
1246,23.0,Male,Silver,,5,4.7,True,64,Medium
1523,,Female,Gold,436.49,10,3.9,True,10,High
1202,30.0,Female,Silver,138.8,5,4.0,True,58,Medium
1471,63.0,Male,Bronze,476.99,6,4.3,True,120,Medium
1191,47.0,Male,Gold,303.85,6,3.2,False,86,Medium
1116,59.0,Female,Silver,159.79,5,3.2,False,48,
1412,49.0,Female,Silver,$222.76,8,4.7,False,80,Medium
1189,30.0,Male,Gold,884.09,7,4.1,False,146,Medium
1516,32.0,Female,Bronze,389.85,3,4.5,False,80,High
1271,62.0,Female,Silver,184.83,2,4.1,True,152,High
1322,33.0,Female,Bronze,399.4,4,3.3,True,108,Medium
1430,32.0,Male,Gold,814.8,8,3.8,False,67,High
1454,18.0,Female,Gold,280.54,10,3.3,False,69,High
1426,42.0,Male,Silver,175.46,9,3.9,False,149,Low
1470,47.0,Female,Gold,184.85,9,4.8,False,134,
1146,53.0,Female,Silver,256.4,5,3.1,True,102,Low
1179,35.0,Female,Silver,190.06,5,4.0,Yes,159,Medium
1332,18.0,Female,Silver,151.36,3,3.8,True,100,High
1407,64.0,Male,Gold,230.86,12,9.5,True,24,Low
1486,31.0,Male,Silver,184.0,7,4.5,False,139,Medium
1240,46.0,Female,Gold,436.78,8,4.4,True,177,Medium
1242,28.0,Female,Gold,397.81,6,4.5,False,79,High
1354,32.0,Male,Gold,76.0,13,4.9,False,131,
1290,30.0,Female,Gold,461.31,12,4.0,False,19,High
1250,40.0,Female,Bronze,118.44,3,4.4,True,141,Low
1536,34.0,Female,Silver,544.6,3,3.2,False,53,Low
1363,39.0,Female,Silver,249.64,5,4.6,True,151,Medium
1230,29.0,Male,Bronze,$251.49,3,3.8,False,70,Medium
1399,43.0,Female,Bronze,145.66,5,3.8,False,17,Medium
1544,46.0,Female,Gold,305.36,12,3.6,False,47,High
1183,62.0,Male,Silver,263.89,3,4.5,False,9,Medium
1341,48.0,Female,Bronze,64.9,12,3.2,False,122,Medium
1368,39.0,Female,Gold,503.84,6,3.9,True,176,Medium
1212,,Female,Bronze,71.71,11,4.5,False,65,High
1554,62.0,Male,Bronze,208.37,5,4.6,False,166,Medium
1159,54.0,Male,Gold,658.44,7,4.5,False,120,Medium
1327,20.0,Male,Bronze,159.94,3,5.0,False,39,Medium
1524,55.0,Male,Bronze,57.8,6,4.2,False,87,Medium
1443,60.0,Male,Bronze,170.45,7,3.4,False,13,Medium
1481,49.0,Male,Silver,109.49,3,4.7,False,40,
1169,57.0,Male,Silver,333.71,4,3.5,True,115,Medium
1136,43.0,Male,Bronze,336.45,3,4.4,False,51,Low
1435,62.0,Male,Bronze,206.94,0,3.7,False,173,Medium
1320,34.0,Female,Bronze,155.16,5,4.1,1,169,Medium
1286,60.0,Female,Gold,820.69,12,3.8,False,97,High
1423,39.0,Female,Silver,345.46,5,3.5,False,28,Medium
1196,37.0,Female,Bronze,-25.5,5,4.4,False,132,Medium
1222,58.0,Female,Gold,401.25,11,2.9,False,103,Medium
1295,52.0,Male,Bronze,221.82,4,3.5,No,103,High
1148,33.0,Female,Silver,209.09,5,4.9,False,142,High
1223,35.0,Male,Bronze,122.72,5,3.4,False,146,Medium
1141,,Male,Gold,88.1,7,5.0,True,14,High
1344,24.0,Female,Silver,572.58,7,4.6,True,93,Low
1433,31.0,Male,Bronze,71.96,6,4.7,False,63,High
1243,38.0,Female,Bronze,199.3,1,,True,125,High
1323,26.0,Female,Gold,641.03,8,3.4,True,64,Low
1314,30.0,Male,Silver,350.34,8,3.2,False,31,High
1404,27.0,Female,Bronze,196.58,7,3.2,0,177,Medium
1452,58.0,Male,Bronze,35.36,5,5.0,True,128,Medium
1421,31.0,Female,Silver,834.69,5,3.9,True,31,Medium
1367,57.0,Male,Bronze,163.27,8,4.2,No,151,High
1153,22.0,Male,Bronze,138.71,2,4.3,True,23,High
1306,35.0,Female,Bronze,76.97,5,5.0,True,158,Medium
1431,38.0,Female,Bronze,234.56,7,3.1,False,8,Medium
1479,44.0,Female,Silver,402.72,6,3.6,False,158,Medium
1170,22.0,Male,Silver,694.41,4,4.0,True,62,High
1237,34.0,Male,Bronze,24.9,9,4.1,True,44,Low
1128,51.0,Male,Gold,288.39,8,4.6,False,176,
1517,46.0,Male,Bronze,,5,,False,28,High
1279,,Female,Bronze,,6,3.8,0,40,Low
1509,30.0,Male,Silver,,6,3.8,False,39,High
1448,56.0,Female,Silver,325.61,9,3.4,False,160,Medium
1109,59.0,Female,Bronze,209.66,4,4.3,False,105,Medium
1187,23.0,Female,Silver,282.67,3,4.4,True,85,High
1147,58.0,Female,Silver,122.8,6,4.0,True,19,Medium
1449,47.0,,Silver,153.45,7,3.5,No,74,Medium
1334,28.0,Male,Bronze,91.39,5,3.8,False,144,Medium
1225,23.0,Female,Bronze,405.67,7,3.7,False,172,High
1420,,Male,Bronze,119.82,6,3.6,False,173,Low
1557,65.0,Female,Bronze,$314.00,3,3.7,False,50,High
1289,48.0,Male,Bronze,58.48,87,4.5,False,26,Low
1338,36.0,Female,Gold,$303.71,9,4.1,0,172,Medium
1491,42.0,Male,Bronze,275.54,4,4.2,True,124,High
1537,33.0,Female,Gold,195.5,6,3.6,False,2,Medium
1336,43.0,Male,Silver,230.24,7,4.3,False,26,Medium
1122,25.0,Female,Bronze,149.93,5,4.2,False,56,Medium
1531,22.0,Female,Silver,553.34,2,4.2,No,80,High
1425,36.0,,Bronze,89.34,2,3.2,False,9,High
1351,26.0,Female,Bronze,112.55,3,4.1,False,97,High
1392,24.0,Female,Bronze,174.78,5,4.1,True,97,High
1239,30.0,Male,Gold,$194.71,6,3.5,False,145,High
1530,50.0,Male,Gold,106.74,8,4.1,False,172,High
1446,47.0,Male,Silver,199.08,1,2.9,False,79,High
1487,unknown,Male,Bronze,207.89,2,4.3,False,173,High
1283,65.0,Male,Silver,168.63,6,4.4,False,121,High
1500,35.0,Female,Silver,117.61,8,4.4,False,98,Low
1184,42.0,Female,Silver,554.65,2,3.6,True,166,Medium
1444,58.0,Male,Bronze,166.09,3,3.5,True,169,Low
1234,21.0,Male,Silver,516.74,1,4.2,False,107,Medium
1131,44.0,Male,Silver,166.17,4,3.7,False,125,High
1466,65.0,Male,Silver,147.43,6,4.0,True,135,High
1112,25.0,Female,Silver,185.34,7,3.7,True,45,High
1429,25.0,Female,Bronze,99.25,1,3.6,True,41,Medium
1472,20.0,Female,Gold,134.49,7,,False,141,High
